Terminal Code,Customer site.,Address,Postcode 
T092B030B362G262,ธนาคารออมสิน,สาขาปากเกร็ด(G2) 100/19-21 ถ.แจ้งวัฒนะ ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,11120
T092B030B866G262,ธนาคารออมสิน,สาขาโฮมโปร นครปฐม (G2) ชั้น 1 อาคาร A ห้องเลขที่ RT-3 ศูนย์การค้าโฮมโปร นครปฐม ถ.เพชรเกษม ต.ห้วยจระเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,73000
T092B030B487G262,ธนาคารออมสิน,สาขาสนามจันทร์(G2) 243/33 ถ.ราชวิถี ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,73000
T007B030BE57G262,ธนาคารออมสิน,7-Eleven สาขาชุมชนหัวฝาย (13691) ต.รอบเวียง อ.เมือง จ.เชียงราย 57000,57000
T006B030BE57G262,ธนาคารออมสิน,ร้านมินิมาร์ท สุทัศน์ มณีกิจ (วิทยาลัยเชียงราย) 11 ตำบล ป่าอ้อดอนไชย ตำบลป่าอ้อดอนไชย อำเภอเมืองเชียงราย เชียงราย 57250,57250
T091B030B668G262,ธนาคารออมสิน,"สาขาหมู่บ้านเมืองเอก(G1) 51/085-1, 51/085-2, 51/085-3 หมู่บ้านเมืองเอก ต.หลักหก อ.เมืองปทุมธานี จ.ปทุมธานี 12000",12000
T091B030B704G262,ธนาคารออมสิน,สาขาวังม่วง(G1) 93 หมู่ 7 ต.คำพราน อ.วังม่วง จ.สระบุรี 18220,18220
T017B030BE18G262,ธนาคารออมสิน,ร้านสินทรัพย์ซุปเปอร์ 201 หมู่ 4 ตำบลหางน้ำสาคร อำเภอมโนรมย์ จังหวัดชัยนาท 17170,17170
T030B030BE57G262,ธนาคารออมสิน,7-Eleven สาขาชุมชนสันตาลเหลือง (14028) ต.ริมกก อ.เมือง จ.เชียงราย 57100,57100
T092B030B469G262,ธนาคารออมสิน,สาขาเจริญนคร(G2) 1411 ถ.เจริญนคร แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพฯ 10600,10600
T091B030B664G262,ธนาคารออมสิน,สาขาเยาวราช(G1) 452 ถ.เยาวราช แขวงสัมพันธวงศ์ เขตสัมพันธวงศ์ กรุงเทพฯ 10100,10100
T091B030B511G262,ธนาคารออมสิน,สาขาถนนจันทน์(G1) 226-228 ถ.จันทน์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพฯ 10120,10120
T092B030B129G262,ธนาคารออมสิน,สาขากระทุ่มแบน(G2) 1322  ถ.สุคนธวิท ต.ตลาดกระทุ่มแบน อ.กระทุ่มแบน จ.สมุทรสาคร 74110,74110
T091B030B867G262,ธนาคารออมสิน,"สาขานิคมอุตสาหกรรมบางปู(G1) 989, 989/1-3 หมู่ที่ 6 ต.แพรกษา อ.เมืองสมุทรปราการ  จ.สมุทรปราการ 10280",10280
T091B030B225G262,ธนาคารออมสิน,สาขาดอยสะเก็ด(G1) 39 หมู่ที่ 3 ต.เชิงดอย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,50220
T022B030BE17G262,ธนาคารออมสิน,ตลาดยิ่งรวย  หมู่8 ต.โพชนไก่ อ.บางระจัน จ.สิงห์บุรี 16130,16130
T092B030B434G262,ธนาคารออมสิน,สาขาทุ่งมหาเมฆ(G2) 572/1-2 ถ.สาทรใต้ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพฯ 10120,10120
T092B030B809G262,ธนาคารออมสิน,สาขาเทสโก้โลตัส รังสิตคลอง 7(G2) ชั้น 1 ห้างสรรพสินค้าเทสโก้โลตัส สาขารังสิตคลอง 7 เลขที่ 41/2 หมู่ที่ 2 ถ.รังสิต-นครนายก ต.ลำผักกูด อ.ธัญบุรี จ.ปทุมธานี 12110,12110
T092B030B863G262,ธนาคารออมสิน,สาขาโรบินสัน ลพบุรี(G2) ชั้น 2 ห้องเลขที่ RLB-2F-RR-TBC ห้างสรรพสินค้าโรบินสัน เลขที่ 555/5 หมู่ที่ 4 ถ.พหลโยธิน ต.กกโก อ.เมืองลพบุรี จ.ลพบุรี 15000,15000
T092B030B772G262,ธนาคารออมสิน,สาขาบ่อสร้าง(G2) 276-276/1 หมู่ที่ 3 ต.ต้นเปา อ.สันกำแพง จ.เชียงใหม่ 50130,50130
T092B030B560G262,ธนาคารออมสิน,สาขาแม่โจ้(G2) 9 หมู่ที่ 9 ถ.เชียงใหม่-พร้าว ต.หนองหาร อ.สันทราย จ.เชียงใหม่ 50290,50290
T014B030BE13G262,ธนาคารออมสิน,7-Eleven สาขาชุมชนทำเลทอง (ลำลูกกาคลอง 10) (12007) ต.บึงทองหลาง อ.ลำลูกกา จ.ปทุมธานี 12150,12150
T092B030B563G262,ธนาคารออมสิน,สาขาอมก๋อย(G2) 102 หมู่ที่ 1 ต.อมก๋อย อ.อมก๋อย จ.เชียงใหม่ 50310,50310
T092B030B011G262,ธนาคารออมสิน,สาขาอุดรธานี(G2) 108 ถ.หมากแข้ง ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000,41000
T091B030B654G262,ธนาคารออมสิน,สาขาเทสโก้โลตัส นาดี อุดรธานี(G1) 118 หมู่ที่ 2 ถ.อุดร-หนองบัวลำภู ต.นาดี อ.เมืองอุดรธานี จ.อุดรธานี 41000,41000
T091B030B308G262,ธนาคารออมสิน,สาขาหนองบัวลำภู(G1) 89 หมู่ที่ 3 ถ.วิไสยอุดรกิจ ต.หนองบัว อ.เมืองหนองบัวลำภู จ.หนองบัวลำภู 39000,39000
T092B030B802G262,ธนาคารออมสิน,สาขาสุวรรณคูหา(G2) 155-155/1 หมู่ที่ 6 ถ.พระไชยเชษฐา ต.สุวรรณคูหา อ.สุวรรณคูหา จ.หนองบัวลำภู 39270,39270
T092B030B431G262,ธนาคารออมสิน,"ธนาคารออมสิน สาขากำแพงแสน(G2) 182 หมู่ที่ 1 ถ.พลดำริห์ ต.กำแพงแสน อ.กำแพงแสน จ.นครปฐม 73140 0-3435-1574, 0-3435-1379",73140
T091B030B391G262,ธนาคารออมสิน,สาขาตลิ่งชัน(G1) 170-170/1 ถ.ชัยพฤกษ์ แขวงคลองชักพระ เขตตลิ่งชัน กรุงเทพฯ 10170,10170
T091B030B067G262,ธนาคารออมสิน,สาขาฝาง(G1) 55 หมู่ที่ 4 ถ.โชตนา ต.เวียง อ.ฝาง จ.เชียงใหม่ 50110,50110
T091B030B224G262,ธนาคารออมสิน,สาขาสันทราย(G1) 307 หมู่ที่ 4 ต.สันทรายหลวง อ.สันทราย จ.เชียงใหม่ 50210,50210
T091B030B883G262,ธนาคารออมสิน,สาขาเซ็นทรัล อุดรธานี(G1) ห้างสรรพสินค้าเซ็นทรัลพลาซา อุดรธานี ชั้น 3 เลขที่ 320 ต.หมากแข้ง อ.เมืองอุดรธานี จ.อุดรธานี 41000,41000
T092B030B307G262,ธนาคารออมสิน,สาขาหนองหาน(G2) 98 หมู่ที่ 10 ถ.อภัยสำราญ ต.หนองหาน อ.หนองหาน จ.อุดรธานี 41130,41130
T092B030B306G262,ธนาคารออมสิน,สาขากุมภวาปี(G2) 93 หมู่ที่ 9 ถ.ศุภอรรถวินิจ ต.กุมภวาปี อ.กุมภวาปี จ.อุดรธานี 41110,41110
T094B030B867G262,ธนาคารออมสิน,หน่วยให้บริการเทศบาลแพรกษา(G4) 999/995 หมู่ 6 ซอยรักพันธ์ดี 11/1 ถนนพุทธรักษา ต.แพรกษา อ.เมือง จ.สมุทรปราการ 10280 โทร. 0-2324-3342-3,10280
T091B030B749G262,ธนาคารออมสิน,สาขาเอนเนอร์ยี่ คอมเพล็กซ์(G1) ศูนย์เอนเนอร์ยี่คอมเพล็กซ์ อาคาร B เลขที่ 555/2 ถ.วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพฯ 10900,10900
T092B030B600G262,ธนาคารออมสิน,สาขาปาย(G2) 485/3-4 หมู่ที่ ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน 58130,58130
T092B030B062G262,ธนาคารออมสิน,สาขาหนองคาย(G2) 736-738  ถ.มีชัย ต.ในเมือง อ.เมืองหนองคาย จ.หนองคาย 43000,43000
T092B030B688G262,ธนาคารออมสิน,สาขาอัศวรรณ ช้อปปิ้ง  คอมเพล็กซ์ หนองคาย(G2) ห้องเลขที่ P6-A-3 ชั้น 1 ศูนย์การค้าอัศวรรณ ช้อปปิ้งคอมเพล็กซ์ 1 เลขที่ 308 หมู่ที่ 10 ถ.มิตรภาพ ต.โพธิ์ชัย อ.เมืองหนองคาย จ.หนองคาย 43000,43000
T092B030B294G262,ธนาคารออมสิน,สาขาศรีเชียงใหม่(G2) 440 หมู่ที่ 1 ถ.ประชาอุทิศ ต.พรานพร้าว อ.ศรีเชียงใหม่ จ.หนองคาย 43130,43130
T092B0301081G262,ธนาคารออมสิน,"ธนาคารออมสิน สาขาขุนยวม(G2) 481/1 หมู่1 ต.ขุนยวม อ.ขุนยวม จ.แม่ฮ่องสอน 58141 โทร. 0-5361-1029, 0-5361-2143 ",58141
T091B030B046G262,ธนาคารออมสิน,สาขาระยอง(G1) 3 ถ.ตากสินมหาราช ต.ท่าประดู่ อ.เมืองระยอง จ.ระยอง 21000,21000
T091B030B066G262,ธนาคารออมสิน,สาขาตาก(G1) 319 ถ.ตากสิน ต.หนองหลวง อ.เมืองตาก จ.ตาก 63000,63000
T091B030B913G262,ธนาคารออมสิน,สาขาตลาดพาเจริญ(G1) 7/9 ถ.ชิดลม ต.แม่สอด อ.แม่สอด จ.ตาก 63110,63110
T091B030B275G262,ธนาคารออมสิน,สาขาพล(G1) 9 ถ.พาณิชเจริญ ต.เมืองพล อ.พล จ.ขอนแก่น 40120,40120
T140B030BE10G262,ธนาคารออมสิน,7-Eleven สาขาซิตี้วิลล่า (ลาดพร้าว 128/2) (1743) 2846 2848 ซ.ลาดพร้าว 128/2 ถ.ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพฯ 10240,10240
T025B030BE10G262,ธนาคารออมสิน,เทสโก้ โลตัส เอ็กซ์เพรส สาขาเคหะฉลองกรุง 101/195 หมู่ 7 เขวงลำผักชี เขตหนองจอก กรุงเทพฯ 10530,10530
T443B030BE10G262,ธนาคารออมสิน,Mini Big C สาขาประชาร่วมใจ 17 เลขที่ 171 ถ.ประชาร่วมใจ แขวงทรายกองดินใต้ เขตคลองสามวา กรุงเทพฯ 10510,10510
T004B030BE43G262,ธนาคารออมสิน,บริเวณหน้าตลาดวัดธาตุ บ้านเลขที่ 324/2 ถ.มีชัย ต.ในเมือง อ.เมือง จ.หนองคาย,43000
T091B030B681G262,ธนาคารออมสิน,สาขาอินเด็กซ์ บางใหญ่(G1) ห้องเลขที่ R-3 ชั้น 1 ศูนย์การค้าอินเด็กซ์ ลิฟวิ่งมอลล์ บางใหญ่ เลขที่ 87 หมู่ที่ 6 ถ.ตลิ่งชัน-สุพรรณบุรี ต.เสาธงหิน อ.บางใหญ่ จ.นนทบุรี 11140,11140
T091B0301041G262,ธนาคารออมสิน,"สาขาเซ็นทรัล เวสต์เกต(G1) ชั้น 3 ห้องเลขที่ 340 ศูนย์การค้าเซ็นทรัล เวสท์เกต เลขที่ 199,199/1,199/2 หมู่ที่ 6 ต.เสาธงหิน อ.บางใหญ่ จ.นนทบุรี 11140",11140
T092B030B194G262,ธนาคารออมสิน,สาขาตาคลี(G2) 300 ถ.พหลโยธิน ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,60140
T091B030B085G262,ธนาคารออมสิน,สาขากำแพงเพชร(G1) 30 ถ.เทศา 1 ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,62000
T092B030B692G262,ธนาคารออมสิน,สาขาบิ๊กซี กำแพงเพชร(G2)  ห้องเลขที่ 2CR201 ชั้น 2 ห้างสรรพสินค้าบิ๊กซี กำแพงเพชร เลขที่ 613/1 ถ.เจริญสุข ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,62000
T599B030BE10G262,ธนาคารออมสิน,ศูนย์การค้า เซ็นเตอร์วัน ช้อปปิ้ง พลาซ่า 1 ซ.เลิศปัญญา ถ.ราชวิถี แขวงพญาไท เขตราชเทวี กรุงเทพฯ 10400,10400
T091B030B197G262,ธนาคารออมสิน,สาขาตากฟ้า(G1) 68 หมู่ที่ 1 ต.ตากฟ้า ถ.พหลโยธิน อ.ตากฟ้า จ.นครสวรรค์ 60190,60190
T092B030B281G262,ธนาคารออมสิน,สาขาโกสุมพิสัย(G2) 136 ถ.ผดุงประชากร ต.หัวขวาง อ.โกสุมพิสัย จ.มหาสารคาม 44140,44140
T092B030B683G262,ธนาคารออมสิน,สาขาท่าขอนยาง(G2) 337/1-2 หมู่ที่ 1 ต.ท่าขอนยาง อ.กันทรวิชัย จ.มหาสารคาม 44150,44150
T091B030B798G262,ธนาคารออมสิน,สาขานาเชือก(G1) 65/18 ถ.นาเชือก-นาดูน ต.นาเชือก อ.นาเชือก จ.มหาสารคาม 44170,44170
T022B030BE60G262,ธนาคารออมสิน,ตลาดแยกเกษตรชัย 195 หมู่ 2 ถ.พหลโยธิน ต.สุขสำราญ อ.ตากฟ้า จ.นครสวรรค์,60190
T037B030BE62G262,ธนาคารออมสิน,7-Eleven สาขาสลกบาตร 2 (กำแพงเพชร) (3533) ที่ดินเปล่า ถ.กำแพงเพชร-นครสวรรค์ ต.สลกบาตร อ.ขาณุวรลักษบุรี จ.กำแพงเพชร 62140,62140
T038B030BE62G262,ธนาคารออมสิน,เทสโก้ โลตัส เอ็กซ์เพรส สาขาไทรงาม 413 หมู่ 5 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร 62150,62150
T078B030BE73G262,ธนาคารออมสิน,Mini Big C สาขาตลาดนัดพญา นครปฐม 77/8 ม.3 ต.ลำพยา อ.เมืองนครปฐม จ.นครปฐม 73000,73000
T091B030B279G262,ธนาคารออมสิน,สาขาภูเวียง(G1) 18 หมู่ที่ 4 ถ.กุดฉิม-ภูเวียง ต.ในเมือง อ.ภูเวียง จ.ขอนแก่น 40150,40150
T091B030B739G262,ธนาคารออมสิน,สาขาเทสโก้โลตัส กาฬสินธุ์(G1) ห้องเลขที่ 115 ห้างสรรพสินค้าเทสโก้โลตัส กาฬสินธุ์ เลขที่ 99/11 ถ.บายพาสสงเปลือย ต.กาฬสินธุ์ อ.เมืองกาฬสินธุ์  จ.กาฬสินธุ์ 46000,46000
T156B030BE10G262,ธนาคารออมสิน,Lawson 108 สาขารามคำแหง 187  8 ซ.รามคำแหง 187 แขวงมีนบุรี เขตมีนบุรี จ.กรุงเทพฯ 10510,10510
T040B030BE60G262,ธนาคารออมสิน,ร้านค้าคุณวารินทร์  หน้าซอยทนายวอ 1009  ถ.สวรรค์วิถี ม.9 ต.นครสวรรค์ตก อ.เมือง จ.นครสวรรค์,60000
T092B030B906G262,ธนาคารออมสิน,สาขาบิ๊กซี สุโขทัย(G2) ห้องเลขที่ GCR149 ชั้น 1 ศูนย์การค้าบิ๊กซี ซูเปอร์เซ็นเตอร์ สาขาสุโขทัย เลขที่ 68 หมู่ที่ 2 ต.บ้านกล้วย อ.เมืองสุโขทัย จ.สุโขทัย 64000,64000
T092B030B083G262,ธนาคารออมสิน,สาขาสุโขทัย(G2) 94 ถ.สิงหวัฒน์ ต.ธานี อ.เมืองสุโขทัย จ.สุโขทัย 64000,64000
T092B030B200G262,ธนาคารออมสิน,สาขาทุ่งเสลี่ยม(G2) 187/3 หมู่ที่ 8 ถ.เข้าอำเภอ ต.ทุ่งเสลี่ยม อ.ทุ่งเสลี่ยม จ.สุโขทัย 64150,64150
T092B030B466G262,ธนาคารออมสิน,สาขาสูงเม่น(G2) 492 หมู่ที่ 1 ถ.ยันตรกิจโกศล ต.สูงเม่น อ.สูงเม่น จ.แพร่ 54130,54130
T092B030B303G262,ธนาคารออมสิน,สาขาเชียงคาน(G2) 371/1 หมู่ที่ 1 ถ.มลิวรรณ ต.เชียงคาน อ.เชียงคาน จ.เลย 42110,42110
T091B030B741G262,ธนาคารออมสิน,สาขาท่าลี่(G1) 233/4-5 หมู่ที่ 2 ถ.ทรงฆะศิริ ต.ท่าลี่ อ.ท่าลี่ จ.เลย 42140,42140
T091B030B768G262,ธนาคารออมสิน,สาขาโพนสวรรค์(G1) 575 หมู่ 12 ต.โพนสวรรค์ อ.โพนสวรรค์ จ.นครพนม 48190,48190
T091B030B300G262,ธนาคารออมสิน,สาขาท่าอุเทน(G1) 69 หมู่ที่ 1 ถ.หลักเมือง ต.ท่าอุเทน อ.ท่าอุเทน จ.นครพนม 48120,48120
T091B030B055G262,ธนาคารออมสิน,สาขาสวรรคโลก(G1) 66 ถ.จรดวิถีถ่อง ต.เมืองสวรรคโลก อ.สวรรคโลก จ.สุโขทัย 64110,64110
T092B030B689G262,ธนาคารออมสิน,สาขาห้าแยกโนนไฮ(G2) 270/16-17 หมู่ที่ 6 ถ.ชัยภูมิ-สีคิ้ว ต.ในเมือง อ.เมืองชัยภูมิ จ.ชัยภูมิ 36000,36000
T092B030B698G262,ธนาคารออมสิน,สาขาย่อยคอนสวรรค์(G2) 44/8 หมู่ที่ 13 ถ.ลาดใหญ่-แก้งคร้อ ต.คอนสวรรค์ อ.คอนสวรรค์ จ.ชัยภูมิ 36140,36140
T091B030B819G262,ธนาคารออมสิน,สาขาปลาปาก(G1) 151 หมู่ที่ 2 ถ.ปลาปาก-โนนชมภู ต.ปลาปาก อ.ปลาปาก จ.นครพนม 48160,48160
T091B030B815G262,ธนาคารออมสิน,สาขาเนินมะปราง(G1) 643 หมู่ที่ 4 ต.เนินมะปราง อ.เนินมะปราง จ.พิษณุโลก 65190,65190
T092B030B754G262,ธนาคารออมสิน,สาขาบิ๊กซี พิษณุโลก(G2) บิ๊กซี พิษณุโลก ชั้น 2 ห้องเลขที่ 2CR204/1A-1B เลขที่ 939 ถ.พิชัยสงคราม ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,65000
T092B030B203G262,ธนาคารออมสิน,สาขานางพญา(G2) 902 ถ.มิตรภาพ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,65000
T091B030B084G262,ธนาคารออมสิน,สาขาเพชรบูรณ์(G1) 30/1 ถ.พระพุทธบาท ต.ในเมือง อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ 67000,67000
T092B030B084G262,ธนาคารออมสิน,สาขาเพชรบูรณ์(G2) 30/1 ถ.พระพุทธบาท ต.ในเมือง อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ 67000,67000
T092B030B499G262,ธนาคารออมสิน,สาขาถนนประชาราษฎร์(G2) 1734/1 หมู่ที่ 10 ถ.ประชาราษฎร์ ต.ธาตุเชิงชุม อ.เมืองสกลนคร จ.สกลนคร 47000,47000
T092B030B690G262,ธนาคารออมสิน,สาขากุสุมาลย์(G2) 154 หมู่ที่ 1 ถ.นิตโย ต.กุสุมาลย์ อ.กุสุมาลย์ จ.สกลนคร 47210,47210
T091B030B767G262,ธนาคารออมสิน,สาขาคำตากล้า(G1) 27 หมู่ที่ 11 ถ.ทางหลวงหมายเลข 222 (พังโคน-บึงกาฬ) ต.คำตากล้า อ.คำตากล้า จ.สกลนคร 47250,47250
T092B030B490G262,ธนาคารออมสิน,สาขาท่ามะปราง(G2) 262/53 ถ.บรมไตรโลกนารถ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,65000
T091B030B807G262,ธนาคารออมสิน,สาขาห้าแยกโคกมะตูม(G1) 132/10-11 ถ.พระองค์ดำ ต.ในเมือง อ.เมืองพิษณุโลก จ.พิษณุโลก 65000,65000
T091B030B806G262,ธนาคารออมสิน,สาขาหนองตม(G1) 953/3 หมู่ที่ 1 ต.วงฆ้อง อ.พรหมพิราม จ.พิษณุโลก 65180,65180
T092B030B806G262,ธนาคารออมสิน,สาขาหนองตม(G2) 953/3 หมู่ที่ 1 ต.วงฆ้อง อ.พรหมพิราม จ.พิษณุโลก 65180,65180
T092B030B064G262,ธนาคารออมสิน,สาขาร้อยเอ็ด(G2) 125  ถ.สุริยะเดชบำรุง ต.ในเมือง อ.เมืองร้อยเอ็ด จ.ร้อยเอ็ด 45000,45000
T091B030B286G262,ธนาคารออมสิน,สาขาโพนทอง(G1) 78 หมู่ที่ 2 ถ.นิคมดำริห์ ต.แวง อ.โพนทอง จ.ร้อยเอ็ด 45110,45110
T092B030B086G262,ธนาคารออมสิน,สาขาพิจิตร(G2) 602/1 ถ.บุษบา ต.ในเมือง อ.เมืองพิจิตร จ.พิจิตร 66000,66000
T091B030B201G262,ธนาคารออมสิน,สาขาพรหมพิราม(G1) 271-2 หมู่ที่ 2 ถ.พรหมวิถี ต.พรหมพิราม อ.พรหมพิราม จ.พิษณุโลก 65150,65150
T091B030B370G262,ธนาคารออมสิน,สาขานครไทย(G1) 303/1 หมู่ที่ 6 ถ.อุดรดำริห์ ต.นครไทย อ.นครไทย จ.พิษณุโลก 65120,65120
T092B030B573G262,ธนาคารออมสิน,สาขาชาติตระการ (G2) 116 หมู่ที่ 6 ถ.ศรีสงคราม ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก 65170,65170
T092B030B758G262,ธนาคารออมสิน,สาขาชุมพลบุรี(G2) 334/2-3 หมู่ที่ 1 ต.ชุมพลบุรี อ.ชุมพลบุรี จ.สุรินทร์ 32190,32190
T091B030B831G262,ธนาคารออมสิน,สาขาหนองพอก(G1) 56 หมู่ที่ 8 ต.หนองพอก อ.หนองพอก จ.ร้อยเอ็ด 45210,45210
T092B030B831G262,ธนาคารออมสิน,สาขาหนองพอก(G2) 56 หมู่ที่ 8 ต.หนองพอก อ.หนองพอก จ.ร้อยเอ็ด 45210,45210
T092B030B270G262,ธนาคารออมสิน,สาขาประโคนชัย(G2) 297 หมู่ที่ 3 ถ.โชคชัย-เดชอุดม ต.ประโคนชัย อ.ประโคนชัย จ.บุรีรัมย์ 31140,31140
T091B030B272G262,ธนาคารออมสิน,สาขาพุทไธสง(G1) 388 หมู่ที่ 1 ถ.อภัยราษฎร์ ต.พุทไธสง อ.พุทไธสง จ.บุรีรัมย์ 31120,31120
T092B030B755G262,ธนาคารออมสิน,สาขามหาชนะชัย(G2) 260 หมู่ที่ 8 ถ.เรืองแสนกรรฐ์ ต.ฟ้าหยาด อ.มหาชนะชัย จ.ยโสธร 35130,35130
T091B030B092G262,ธนาคารออมสิน,สาขายโสธร(G1) 208 ถ.แจ้งสนิท ต.ในเมือง อ.เมืองยโสธร จ.ยโสธร 35000,35000
T091B030B684G262,ธนาคารออมสิน,สาขาเดอะมอลล์ ท่าพระ(G1) ห้องเลขที่ BS-C5A ชั้น B ศูนย์การค้าเดอะมอลล์ ท่าพระ เลขที่ 129 ถ.รัชดาภิเษก(ท่าพระ-ตากสิน) แขวงบุคคโล เขตธนบุรี กรุงเทพฯ 10600,10600
T093B0301073G262,ธนาคารออมสิน,หน่วยให้บริการหมื่นไวย(G3) 517/137 ถ.มิตรภาพ-หนองคาย ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,30000
T091B030B005G262,ธนาคารออมสิน,สาขานครราชสีมา(G1) 428/1 ถ.มิตรภาพ ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,30000
T092B030B898G262,ธนาคารออมสิน,สาขาตลาดเซฟวัน(G2) 2/27-28 ซ.มิตรภาพ 15 ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,30000
T092B030B803G262,ธนาคารออมสิน,สาขาเสิงสาง(G2) 274-274/1 หมู่ที่ 11 ถ.เสิงสาง-โนนสมบูรณ์ ต.เสิงสาง อ.เสิงสาง จ.นครราชสีมา 30330,30330
T091B030B838G262,ธนาคารออมสิน,สาขาซีคอนสแควร์(G1) ห้องเลขที่ 3056D ชั้น 3 ศูนย์การค้าซีคอนสแควร์ เลขที่ 55 ถ.ศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,10250
T092B030B838G262,ธนาคารออมสิน,สาขาซีคอนสแควร์(G2) ห้องเลขที่ 3056D ชั้น 3 ศูนย์การค้าซีคอนสแควร์ เลขที่ 55 ถ.ศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร 10250,10250
T091B030B655G262,ธนาคารออมสิน,สาขาเซ็นทรัล แจ้งวัฒนะ(G1) ห้องเลขที่ 417 ชั้น 4 ศูนย์การค้าเซ็นทรัลพลาซา แจ้งวัฒนะ เลขที่ 99 หมู่ที่ 2 ถ.แจ้งวัฒนะ ต.บางตลาด อ.ปากเกร็ด จ.นนทบุรี 11120,11120
T091B030B700G262,ธนาคารออมสิน,สาขากุดจับ(G1) 323 หมู่ที่ 1 ถ.อุดร-กุดจับ ต.เมืองเพีย อ.กุดจับ จ.อุดรธานี 41250,41250
T011B030BE41G262,ธนาคารออมสิน,ตลาดสดเทศบาลตำบลน้ำโสม  196 บ้านโพน ต.น้ำโสม อ.น้ำโสม จ.อุดรธานี 41210,41210
T091B030B565G262,ธนาคารออมสิน,ธนาคารออมสิน สาขาสวนจิตรลดา(G1) อาคารธนาคารออมสินเฉลิมพระเกียรติ  ภายในบริเวณพระราชวังสวนจิตรลดา  ถนนราชวิถี   แขวงสวนจิตรลดา  เขตดุสิต  กทม. 10303 โทร. 0-2668-3458-9,10303
T099B030BE50G262,ธนาคารออมสิน,7-Eleven สาขาอ.อมก๋อย(7931)  ต.อมก๋อย อ.อมก๋อย จ.เชียงใหม่ 50310,50310
T067B030BE40G262,ธนาคารออมสิน,ตลาดต้นตาล 162/10 ม.14 ถ.มิตรภาพ ต.ในเมือง อ.เมือง จ.ขอนแก่น 40000,40000
T071B030BE40G262,ธนาคารออมสิน,บริษัท บิ๊กม.จำกัด 285 ม.7 ถ.มัญจาคีรี-ขอนแก่น ต.สวนหม่อน อ.มัญจาคีรี จ.ขอนแก่น 40160,40160
T043B030BE40G262,ธนาคารออมสิน,7-Eleven สาขาเทศบาลชุมแพ (6292) 122 หมู่ 8 ต.ชุมแพ อ.ชุมแพ จ.ขอนแก่น 40130,40130
T052B030BE40G262,ธนาคารออมสิน,ร้านขายของชำ เลขที่ 234-235 ม.12 ต.ลอมคอม อ.พล จ.ขอนแก่น 40120,40120
T006B030BE40G262,ธนาคารออมสิน,ร้านเป๊าะมินิมาร์ท 99/1 หมู่ 3 ต.หนองสองห้อง อ.หนองสองห้อง จ.ขอนแก่น 40190,40190
T076B030BE73G262,ธนาคารออมสิน,Mini Big C สาขาตลาดไร่ขิง 42 นครปฐม 94 ม.12 ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,73210
T039B030BE63G262,ธนาคารออมสิน,สำนักงานเทศบาลตำบลแม่กุ  999 ม.7 ถ.แม่สอด-อุ้มผาง ต.แม่กุ อ.แม่สอด จ.ตาก 63110,63110
T020B030BE63G262,ธนาคารออมสิน,ร้านสมาร์ทโฟน 329 ม.3 ต.สามเงา อ.สามเงา จ.ตาก 63130,63130
T198B030BE30G262,ธนาคารออมสิน,องค์การบริหารส่วนตำบลบ้านเกาะ  700 หมู่ 1 ถ.สุรนารายณ์ ต.บ้านเกาะ อ.เมือง จ.นครราชสีมา 30000,30000
T017B030BE30G262,ธนาคารออมสิน,ปั๊มน้ำมันชัยยงค์ (SHELL) 116/1 หมู่ 1 ต.ทัพรั้ง อ.พระทองคำ จ.นครราชสีมา 30220,30220
