Terminal Code,Customer site.,Address,Postcode 
A345446039,ธนาคารอาคารสงเคราะห์,สาขาเซ็นทรัลเฟสติวัล พัทยา  ศูนย์การค้าเซ็นทรัลพลาซาพัทยา ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20260,20260
A345446040,ธนาคารอาคารสงเคราะห์,สาขาบิ๊กซี บางนา  111 ศูนย์การค้าบิ๊กซี ซูเปอร์เซ็นเตอร์ (สาขาบางนา) ชั้น B ตรงข้ามร้านเทเลวิช ถ.บางนา-ตราด แขวงบางนา เขตบางนา กรุงเทพมหานคร 10260,10260
A345446042,ธนาคารอาคารสงเคราะห์,สาขาสำโรง  2222/2-3 หมู่ 4 ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270,10270
A345446048,ธนาคารอาคารสงเคราะห์,"สาขาไมตรีจิต 60,62,64 ซอยพระแก้ว ถนนมิตรพันธ์ แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100",10100
A345446050,ธนาคารอาคารสงเคราะห์,สาขาศรีราชา 126/1-3 ถนน สุขุมวิท ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110,20110
A345446052,ธนาคารอาคารสงเคราะห์,สาขาเดอะมอลล์ บางแค  ศูนย์การค้าเดอะมอลล์บางแค ชั้น 3 ฝั่งพลาซ่า 518 ถ.เพชรเกษม แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,10160
A35E366714,ธนาคารอาคารสงเคราะห์,ห้องทดสอบ อาคาร 2 ชั้น 19  63 พระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,10310
A35E445381,ธนาคารอาคารสงเคราะห์,สาขาสมุทรสาคร  48 หมู่ 8 ถนน เศรษฐกิจ1 ต.ท่าทราย อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,74000
A35E445383,ธนาคารอาคารสงเคราะห์,สาขาอมตะนคร  700/17 นิคมอมตะซิตี้ ต.คลองตำหรุ อ.เมืองชลบุรี จ.ชลบุรี 20000  โทรฯ 038-457-569-72,20000
A35E445384,ธนาคารอาคารสงเคราะห์,สาขาศรีราชา  126/1-3 ถนน สุขุมวิท ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี 20110  โทรฯ 038-772-032-42,20110
A35E445398,ธนาคารอาคารสงเคราะห์,"สาขานครชัยศรี  79/8 ต.ไทยาวาส อ.นครชัยศรี จ.นครปฐม  โทรฯ 034-300755-7, 034-300716, 034-300718-9",73120
AC11230646,ธนาคารออมสิน,สาขาศูนย์บริการถนนห้วยแก้ว เม-ญ่า (ห้วยแก้ว เชียงใหม่)  9 ถ.ห้วยแก้ว ต.สุเทพ อ.เมือง จ.เชียงใหม่ 50000 โทร. 053-081-586-7,50000
AC11361059,ธนาคารออมสิน,สาขา สุรินทร์  356 ถ.ธนสาร ต.ในเมือง อ.เมือง จ.สุรินทร์ 32000 โทร.044-511-010,32000
AC11361060,ธนาคารออมสิน,สาขาศรีภูวนารถ 54-54/1 ถนนศรีภูวนารถ ตำบลหาดใหญ่ อำเภอหาดใหญ่ จังหวัดสงขลา 90110 โทร 074-231-338,90110
AC11361061,ธนาคารออมสิน,สาขาถนนราษฎร์อุทิศ เลขที่ 20 ถนนราษฎร์อุทิศ ตำบลตลาด อำเภอเมืองสุราษฎร์ธานี จังหวัดสุราษฎร์ธานี 84000 โทร.077-284-977,84000
AC11361063,ธนาคารออมสิน,สาขาหัวหิน  21/2 ถ.ดำเนินเกษม ต.หัวหิน อ.หัวหิน จ.ประจวบคีรีขันธ์ 77110,77110
AC11361067,ธนาคารออมสิน,สาขาตลาดยิ่งเจริญ 259/99 ม.7 ถ.พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพฯ 10220,10220
AC2Z338180,ธนาคารอาคารสงเคราะห์,สาขาฟิวเจอร์พาร์ครังสิต 94 ศูนย์การค้าฟิวเจอร์พาร์ครังสิต ถ.พหลโยธิน ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130  โทร.02-567-4104 แฟกซ์. 02-567-4104 กด 110,12130
AC2Z338181,ธนาคารอาคารสงเคราะห์,"สาขาเทสโก้โลตัสพระราม 4  3300 ศูนย์การค้าเทสโก้ โลตัส พระราม 4 ถนนพระราม 4 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110  โทร. 02-249-3852-3 , 02-249-3940 แฟกซ์. 02-249-3941",10110
AC2Z338184,ธนาคารอาคารสงเคราะห์,"สาขาสยามสแควร์ 388 สยามสแควร์วัน ชั้น 6 ถ.พระราม 1 ปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330  โทร. 02-115-1322-27 , 02-252-3647-49  แฟกซ์สินเชื่อ. 02-115-1322-27 กด 302  แฟกซ์การเงิน. 02-115-1322-27 กด 301",10330
AC2Z338187,ธนาคารอาคารสงเคราะห์,"สาขาเซ็นทรัลพลาซา เวสต์เกต ห้องเลขที่ 228 บริเวณชั้น 2 ศูนย์การค้าเซ็นทรัลพลาซา เวสต์เกต 199, 199/1, 199/2 หมู่ 6 ต.เสาธงหิน อ.บางใหญ่ จ.นนทบุรี  โทร. 021942837-8, 021942753, 021942919-20, 021942996",11140
98251815653362,ธนาคารอาคารสงเคราะห์,สาขาพังงา  17/30-1 ถนนศิริราษฎร์ ตำบลท้ายช้าง อำเภอเมืองพังงา จังหวัดพังงา 82000,82000
98251819673653,ธนาคารอาคารสงเคราะห์,สาขากาญจนบุรี  20/26-29 ซ.รพ.ธนกาญจน์ ต.บ้านใต้ อ.เมือง จ.กาญจนบุรี 71000,71000
98251819673656,ธนาคารอาคารสงเคราะห์,สาขากำแพงเพชร  418/41-2 ถ.เจริญสุข ต.ในเมือง อ.เมือง จ.กำแพงเพชร 62000,62000
98251819673659,ธนาคารอาคารสงเคราะห์,สาขาเพชรบุรี  2/85-7 ถนนเพชรเกษม ตำบลไร่ส้ม อำเภอเมือง จังหวัดเพชรบุรี 76000,76000
98251819673661,ธนาคารอาคารสงเคราะห์,สาขาราชบุรี  7 ถนนคฑาธรบดี ตำบลหน้าเมือง อำเภอเมือง จังหวัดราชบุรี 70000,70000
98251819673665,ธนาคารอาคารสงเคราะห์,เครื่อง Spare ของ DataOne พระราม 3  ชั้น 30,10120
98251819673673,ธนาคารอาคารสงเคราะห์,สาขาประจวบคีรีขันธ์  49 ถนนประจวบคีรีขันธ์ ตำบลประจวบฯ อำเภอเมือง จังหวัดประจวบคีรีขันธ์ 77000,77000
98251819673676,ธนาคารอาคารสงเคราะห์,สาขาสันทราย  192/32-33 หมู่ 5 ตำบลหนองหาร อำเภอสันทราย จังหวัดเชียงใหม่ 50290,50290
98251819673679,ธนาคารอาคารสงเคราะห์,"สาขาพิษณุโลก  839, 839/1-2 ถ.มิตรภาพ ต.ในเมือง อ.เมือง จ.พิษณุโลก 65000",65000
98251819673683,ธนาคารอาคารสงเคราะห์,สาขาเลย  18/10-11 ถ.มลิวัลย์ ตำบลกุดป่อง อำเภอเมือง จังหวัดเลย 42000,42000
98251819673686,ธนาคารอาคารสงเคราะห์,สาขานครสวรรค์  867/125 หมู่ที่ 9 ถนนสวรรค์วิถี ตำบลนครสวรรค์ตก อำเภอเมือง จังหวัดนครสวรรค์ 60000,60000
98251819673688,ธนาคารอาคารสงเคราะห์,สาขาอุตรดิตถ์  294/5-6 ถนนบรมอาสน์ ตำบลท่าอิฐ อำเภอเมือง จังหวัดอุตรดิตถ์ 53000,53000
98251819673689,ธนาคารอาคารสงเคราะห์,สาขาอุดรธานี  596/7 ถนนทหาร ตำบลหมากแป้ง อำเภอเมือง จังหวัดอุดรธานี 41000,41000
98251819673695,ธนาคารอาคารสงเคราะห์,สาขาสัตหีบ  เลขที่ 507/30 ถ.สุขุมวิท ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี 20180,20180
98251819673697,ธนาคารอาคารสงเคราะห์,สาขาพนมสารคาม  เลขที่ 1319/1-2 หมู่1 ตำบลพนมสารคาม อำเภอพนมสารคาม จังหวัดฉะเชิงเทรา 24120,24120
98251819673702,ธนาคารอาคารสงเคราะห์,สาขาอุบลราชธานี  263 ถนนอุปลีสาน ตำบลในเมือง อำเภอเมือง จังหวัดอุบลราชธานี 34000,34000
98251819673704,ธนาคารอาคารสงเคราะห์,สาขาสิงห์บุรี  612-613 ตำบลบางพุทธา อำเภอเมือง จังหวัดสิงห์บุรี 16000,16000
98251819673705,ธนาคารอาคารสงเคราะห์,สาขาอมตะนคร 700/17 หมู่ที่ 1 ตำบลคลองบำหรุ อำเภอเมือง จังหวัดชลบุรี 20000,20000
98251819673707,ธนาคารอาคารสงเคราะห์,สาขาศรีสะเกษ  444/149 หมู่ที่ 5 ตำบลหนองครก อำเภอเมือง จังหวัดศรีสะเกษ 33000,33000
98251819673716,ธนาคารอาคารสงเคราะห์,สาขาแม่ฮ่องสอน 3/9-10 ถนนขุนลุมประพาส ตำบลจองคำ อำเภอเมือง จังหวัดแม่ฮ่องสอน 58000 (ย้ายมาจาก สาขาสุเทพ (นิมมานเหมินทร์) จังหวัดเชียงใหม่ 50200),58000
98251819673718,ธนาคารอาคารสงเคราะห์,สาขาน่าน  212/32-33 ถ.มหายศ ต.เวียง อ.เมือง จ.น่าน 55000,55000
98251819673719,ธนาคารอาคารสงเคราะห์,"สาขาร้อยเอ็ด 389, 391 ถ.แจ้งสนิท ต.ในเมือง อ.เมือง จ.ร้อยเอ็ด 45000",45000
98251819673724,ธนาคารอาคารสงเคราะห์,สาขาถนนจอมพล 704/14-17 ถ.จอมพล ต.ในเมือง อ.เมือง จ.นครราชสีมา 30000,30000
98251819673725,ธนาคารอาคารสงเคราะห์,เครื่อง Spare ของ DataOne พระราม 3  ชั้น 30,10120
98251819673732,ธนาคารอาคารสงเคราะห์,สาขากระบี่  1/6-7 ถนนร่วมจิตร ต.ปากน้ำ อ.เมืองกระบี่ จ.กระบี่ 81000  (ย้ายมาจาก เครื่อง Spare ของ DataOne พระราม 3  ชั้น 30),81000
98251819673737,ธนาคารอาคารสงเคราะห์,ธนาคารอาคารสงเคราะห์ สาขาชลบุรี 39/3 หมู่ที่ 4 ถนนสุขุมวิท ตำบลเสม็ด อำเภอเมือง จังหวัดชลบุรี 20000,20000
98251819673740,ธนาคารอาคารสงเคราะห์,สาขาอ่างทอง  21/9-10 หมู่ที่ 2 ถนนอ่างทอง-โพธิ์ทอง ตำบลศาลาแดง อำเภอเมือง จังหวัดอ่างทอง 14000,14000
98251819673743,ธนาคารอาคารสงเคราะห์,สาขาปลวกแดง 296/22 ถนนปลวกแดง-โรงน้ำตาล ต.ปลวกแดง อ.ปลวกแดง จ.ระยอง 21140 โทร. 038-025-900-1,21140
98251819673749,ธนาคารอาคารสงเคราะห์,สาขาตาก 4/9 ตำบลระแหง อำเภอเมือง จังหวัดตาก 63000,63000
A33W293438,ธนาคารอาคารสงเคราะห์,"สาขาแฟชั่นไอร์แลนด์ เครื่อง 1 587,589,589/7-9 ศูนย์การค้าแฟชั่นไอส์แลนด์ ถ.รามอินทรา คันนายาว เขตคันนายาว กรุงเทพมหานคร 10230  โทร.02-947-5553-4",10230
A33W293446,ธนาคารอาคารสงเคราะห์,สาขาฟิวเจอร์พาร์ค รังสิต เครื่อง 2  94 ศูนย์การค้าฟิวเจอร์พาร์ครังสิต ถ.พหลโยธิน ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130 โทร.02-567-4104,12130
A33W293448,ธนาคารอาคารสงเคราะห์,สาขาเซนทรัล ศาลายา  321 หมู่ที่ 9 ถ.บรมราชชนนี ต.บางเตย อ.สามพราน จ.นครปฐม 73210  โทร.02-429-6874-77,73210
A33W293450,ธนาคารอาคารสงเคราะห์,Test Room สำนักงานใหญ่  ชั้น 19   63 ถนนพระราม 9 เขตห้วยขวาง กรุงเทพมหานคร 10310,10310
A33W308903,ธนาคารอาคารสงเคราะห์,"สาขาอิมพีเรียลเวิลด์ สำโรง 999 ""ศูนย์การค้าอิมพีเรียล สำโรง ชั้น G ตรงข้าม Super Market"" ถ.สุขุมวิท ต.สำโรงเหนือ อ.เมือง จ.สมุทรปราการ  โทร.0-2394-0374-5",10270
A33W308904,ธนาคารอาคารสงเคราะห์,สาขาเมกา บางนา 39 ศูนย์การค้าเมกา บางนา ถนนบางนา-ตราด ตำบลบางพลีใหญ่ อำเภอบางพลี จังหวัดสมุทรปราการ 10540 โทร.  0-2105-1167-70,10540
A33W308907,ธนาคารอาคารสงเคราะห์,"สาขาหนองแขม 1085,1087 หมู่ 2 เพชรเกษม หนองค้างพลู หนองแขม กรุงเทพมหานคร 10160 โทร.02-420-7475-7",10160
A33W308910,ธนาคารอาคารสงเคราะห์,สาขาเซ็นทรัลพลาซา เชียงใหม่แอร์พอร์ต 380-381 ถ.มหิดล ต.หายยา อ.เมือง จ.เชียงใหม่ 50100 โทร. 053-903767,50100
A33W308916,ธนาคารอาคารสงเคราะห์,"สาขาร้อยเอ็ด 389, 391 ถ.แจ้งสนิท (เทวาภิบาล) ต.ในเมือง อ.เมือง จ.ร้อยเอ็ด 45000  โทร.(043) 523-310-7",45000
A33W308920,ธนาคารอาคารสงเคราะห์,สาขาระยอง 141/7-10 ถนนสุขุมวิท ตำบลเชิงเนิน อำเภอเมืองระยอง จังหวัดระยอง 21000 โทร. 0-3861-2603,21000
A33W308923,ธนาคารอาคารสงเคราะห์,สาขา  เซ็นทรัลเฟสติวัลหาดใหญ่ 334 ถ.กาญจนวนิช ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110  โทร.074-339690-3,90110
A33W308924,ธนาคารอาคารสงเคราะห์,สาขาเซ็นทรัลพลาซ่า สุราษฎร์ธานี 333 ศูนย์การค้าเซ็นทรัลพลาซา สุราษฎร์ธานี ต.วัดประดู่ อ.เมืองสุราษฎร์ธานี จ.สุราษฎร์ธานี 84000 โทร.077602793-6,84000
A33W308926,ธนาคารอาคารสงเคราะห์,สาขานครปฐม 364/7 ถ.เทศา ต.พระประโทน อ.เมือง จ.นครปฐม 73000  โทร.034-257620,73000
A33W308927,ธนาคารอาคารสงเคราะห์,สาขาหาดใหญ่ 843 ถ.เพชรเกษม ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110 โทร.074-345526-30,90110
A33W309477,ธนาคารอาคารสงเคราะห์,สาขาสระบุรี 158/10 พิชัยรณรงค์สงคราม ตำบลปากเพรียว อำเภอเมืองสระบุรี สระบุรี 18000 โทร.0-3631-5159-60,18000
A33W309482,ธนาคารอาคารสงเคราะห์,สาขามีนบุรี 10/1 ศูนย์การค้าเสียงสมบูรณ์ สีหบุรานุกิจ แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510 โทร.02-517-9001-3,10510
A33W309485,ธนาคารอาคารสงเคราะห์,สาขาอุบลราชธานี 263 ถ.อุปลีสาน ต.ในเมือง อ.เมือง จ.อุบลราชธานี 34000 โทร.045-265-801-8,34000
A33W309490,ธนาคารอาคารสงเคราะห์,สาขา กาฬสินธุ์ 20/10-11 ถนนวประดิษฐ์ ต.กาฬสินธุ์ อ.เมือง จ.กาฬสินธุ์ 46000 โทร.043-821-890-7,46000
A33W309492,ธนาคารอาคารสงเคราะห์,สาขาบ้านบึง 88/25-26 ตำบลบ้านบึง อำเภอบ้านบึง ชลบุรี 20170 โทร.038-445-681-2,20170
A33W309499,ธนาคารอาคารสงเคราะห์,สาขา เชียงใหม่ 260  ถ.ซุปเปอร์ไฮเวย์เชียงใหม่-ลำปาง ต.วัดเกตุ อ.เมือง จ.เชียงใหม่ 50000  โทร.053-245-276-8,50000
A33W338079,ธนาคารอาคารสงเคราะห์,สาขาแม็คโครจรัญสนิทวงศ์  ศูนย์การค้าแม็คโคร จรัญสนิทวงศ์ 521/27  ถ.จรัญสนิทวงศ์  แขวงบางขุนศรี  เขตบางกอกน้อย  กรุงเทพ 10700,10700
A33W338083,ธนาคารอาคารสงเคราะห์,สาขาพาราไดซ์ พาร์ค  ศูนย์การค้าพาราไดซ์พาร์ค ชั้น 2 61 ถนนศรีนครินทร์ แขวงหนองบอน เขตประเวศ กรุงเทพฯ 10250,10250
A33W338087,ธนาคารอาคารสงเคราะห์,สาขาบ้านโป่ง  37/127-128 ถนนแสงชูโต ตำบลบ้านโป่ง อำเภอบ้านโป่ง จังหวัดราชบุรี 70110,70110
A33W338088,ธนาคารอาคารสงเคราะห์,สาขาสมุทรสงคราม 13/94 ถนนเอกชัย ตำบลแม่กลอง อำเภอเมือง จังหวัดสมุทรสงคราม 75000,75000
A33W338091,ธนาคารอาคารสงเคราะห์,สาขาพนมสารคาม  เลขที่ 1319/1-2 หมู่1 ตำบลพนมสารคาม อำเภอพนมสารคาม จังหวัดฉะเชิงเทรา 24120,24120
A33W338094,ธนาคารอาคารสงเคราะห์,สาขาสุพรรณบุรี 38/10-12 ถ.เณรแก้ว ต.ท่าพี่เลี้ยง อ.เมือง จ.สุพรรณบุรี 72000,72000
A33W338098,ธนาคารอาคารสงเคราะห์,สาขาเพชรบุรีตัดใหม่  2445/2 อาคารธารมณ์บิสซิเนสทาวเวอร์ ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ 10310,10310
A33W338106,ธนาคารอาคารสงเคราะห์,สาขาพระราม 6 1557 ถนนพิบูลสงคราม แขวงบางซื่อ เขตบางซื่อ กรุงเทพฯ 10800,10800
A33W338110,ธนาคารอาคารสงเคราะห์,สาขาบิ๊กซี ราชดำริ  เลขที่ 97/11 ถนนราชดำริห์ แขวงลุมพินี เขตปทุมวัน กรุงเทพฯ 10330,10330
A33W338113,ธนาคารอาคารสงเคราะห์,"สาขาไมตรีจิต  60,62,64 ซอยพระแก้ว ถนนมิตรพันธ์ แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพฯ 10100",10100
A33W338114,ธนาคารอาคารสงเคราะห์,เคาน์เตอร์การเงิน บิ๊กซีอ่อนนุช  1 อาคารกลาสเฮ้าส์บิดดิ้ง ซ.สุขุมวิท 25 แขวงคลองเตย เขตคลองเตย กรุงเทพฯ 10110,10110
A33W338117,ธนาคารอาคารสงเคราะห์,สาขาหนองคาย  644 ม.4 ต.มีชัย อ.เมือง จ.หนองคาย 43000,43000
A33W338123,ธนาคารอาคารสงเคราะห์,สาขาอุตรดิตถ์  294/5-6 ถนนบรมอาสน์ ตำบลท่าอิฐ อำเภอเมือง จังหวัดอุตรดิตถ์ 53000,53000
A33W338126,ธนาคารอาคารสงเคราะห์,สาขาลำปาง 435 ถ.ไฮเวย์ลำปาง-งาว ต.หัวเวียง อ.เมือง จ.ลำปาง 52100,52100
A33W338131,ธนาคารอาคารสงเคราะห์,สาขาเพชรบุรี  2/85-7 ถ.เพชรเกษม ต.ไร่ส้ม อ.เมือง จ.เพชรบุรี 76000,76000
A33W338138,ธนาคารอาคารสงเคราะห์,สาขาทุ่งสง  6/1 ถนนชัยชุมพล ตำบลปากแพรก อำเภอทุ่งสง จังหวัดนครศรีธรรมราช 80110,80110
A33W338140,ธนาคารอาคารสงเคราะห์,สาขาพัทลุง  40/9 ต.คูหาสวรรค์ อ.เมือง จ.พัทลุง 93000,93000
A33W338144,ธนาคารอาคารสงเคราะห์,สาขา สงขลา 9/71 ต.เขารูปช้าง อ.เมือง จ.สงขลา 90000,90000
A33W338147,ธนาคารอาคารสงเคราะห์,สาขานครนายก 74/144-145 หมู่ที่ 7 ถนนสุวรรณศร ตำบลบ้านใหญ่ อำเภอเมือง จังหวัดนครนายก 26000,26000
A33W338152,ธนาคารอาคารสงเคราะห์,สาขาชุมแพ  2/8-9 ถนนชุมแพ-ภูเขียว ตำบลชุมแพ อำเภอชุมแพ จังหวัดขอนแก่น 40130,40130
A33W338160,ธนาคารอาคารสงเคราะห์,สาขา สันกำแพง  72 หมู่ที่ 7 ตำบลสันกำแพง อำเภอสันกำแพง จังหวัดเชียงใหม่ 50130,50130
A33W338164,ธนาคารอาคารสงเคราะห์,สาขา พุทธมณฑล  9 ม.6 ซ.พงษ์ศิริชัย ถ.บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา จ.กรุงเทพฯ 10170,10170
A345308934,ธนาคารอาคารสงเคราะห์,สาขาสุขาภิบาล  เลขที่ 30/435 ถ.นวมินทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพฯ 10230,10230
A345308940,ธนาคารอาคารสงเคราะห์,"สาขาหนองแขม 1085,1087 หมู่ที่ 2 ถนนเพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กรุงเทพฯ 10160",10160
A345308941,ธนาคารอาคารสงเคราะห์,สาขาลาดพร้าว  2326  ถนนลาดพร้าว แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพฯ 10310,10310
A345308946,ธนาคารอาคารสงเคราะห์,สาขาลำลูกกา  11/5-6  ถนนลำลูกกา  ตำบลคูคด อำเภอลำลูกกา จังหวัดปทุมธานี 12130,12130
A345308950,ธนาคารอาคารสงเคราะห์,สาขาพระราม 2  96/10-12 โครงการชัยกูลทาวเวอร์ ถนนพระราม 2 แขวงบางมด เขตจอมทอง กรุงเทพฯ 10150,10150
A345308953,ธนาคารอาคารสงเคราะห์,เคาน์เตอร์การเงิน บิ๊กซีเคหะร่มเกล้า 8/1-3 ถ.เคหะร่มเกล้า แขวงคลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพฯ 10520 (ย้ายจาก สาขา เคาน์เตอร์การเงิน ไอเพลส ลาดกระบัง),10520
A345308956,ธนาคารอาคารสงเคราะห์,ศูนย์ราชการเฉลิมพระเกียรติ อาคาร B ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพฯ 10210,10210
A345308962,ธนาคารอาคารสงเคราะห์,สาขาสุขุมวิท  1 อาคารกลาสเฮ้าส์บิดดิ้ง ซ.สุขุมวิท 25 แขวงคลองเตย เขตคลองเตย จ.กรุงเทพฯ 10110,10110
A345308965,ธนาคารอาคารสงเคราะห์,สาขาสุขาภิบาล 3  58/75 หมู่ที่ 4 ถนนสุขาภิบาล 3 แขวงสะพานสูง เขตสะพานสูง กรุงเทพฯ 10240,10240
A345308967,ธนาคารอาคารสงเคราะห์,สาขาเทพารักษ์  44/4 หมู่ที่ 9 ถนนเทพารักษ์(หมู่บ้านสวนแก้วแสน) ตำบลบางปลา อำเภอบางพลี จังหวัดสมุทรปราการ 10540,10540
A345308970,ธนาคารอาคารสงเคราะห์,สาขาอ่างทอง  21/9-10 หมู่ที่ 2 ถ.อ่างทอง-โพธิ์ทอง ต.ศาลาแดง อ.เมือง จ.อ่างทอง 14000,14000
A345308973,ธนาคารอาคารสงเคราะห์,สาขาระยอง  141/7-10 ถ.สุขุมวิท ต.เชิงเนิน อ.เมือง จ.ระยอง 21000,21000
A345308976,ธนาคารอาคารสงเคราะห์,สาขาพนัสนิคม 156/1-2 ถนนศรีกุญชร ตำบลพนัสนิคม อำเภอพนัสนิคม จังหวัดชลบุรี 20140,20140
A345308982,ธนาคารอาคารสงเคราะห์,สาขาสุราษฎร์ธานี 31/10 ถ.สุราษฎร์-พุนพิน ต.วัดประดู่ อ.เมือง จ.สุราษฎร์ธานี 84000,84000
A345308987,ธนาคารอาคารสงเคราะห์,สาขาเซ็นทรัลพลาซ่า นครศรีธรรมราช  9/8 หมู่ 7 ตำบลนาสาร อำเภอพระพรหม จังหวัดนครศรีธรรมราช 80000,80000
A345308988,ธนาคารอาคารสงเคราะห์,สาขาเซ็นทรัล พระราม 9  9/9 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพฯ 10310,10310
A345308990,ธนาคารอาคารสงเคราะห์,สาขาพัทยา 8/51 หมู่ 6 ถ.พัทยาเหนือ ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20000,20000
A345313491,ธนาคารอาคารสงเคราะห์,เครื่องทดสอบ อาคาร 2 ชั้น 19   63 ถนนพระราม 9 แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,10310
A345446010,ธนาคารอาคารสงเคราะห์,สาขา ซีคอน บางแค 607 ศูนย์การค้าซีคอนบางแค ห้อง 331A ชั้น 3 ถ.เพชรเกษม แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160,10160
T092B030B870G262,ธนาคารออมสิน,สาขาเขาสวนกวาง(G2) 245/5 หมู่ที่ 10 ถ.มิตรภาพ ต.คำม่วง อ.เขาสวนกวาง จ.ขอนแก่น 40280,40280
T092B030B787G262,ธนาคารออมสิน,สาขาประตูน้ำขอนแก่น(G2) 336/2-4 หมู่ที่ 12 ถ.มิตรภาพ ต.เมืองเก่า อ.เมืองขอนแก่น จ.ขอนแก่น 40000,40000
T056B030BE10G262,ธนาคารออมสิน,สถาบันเนติบัณฑิตสภาในพระบรมราชูปภัมภ์ อาคาร 1 ชั้น 1 ถ.กาญจนาภิเษก บางระมาด ตลิ่งชัน กรุงเทพฯ 10170,10170
T737B030BE10G262,ธนาคารออมสิน,ตลาดไนน์ใหญ่ 57 ถ.เลียบคลองสอง แขวงบางชัน เขตคลองสามวา กรุงเทพฯ 10510,10510
T005B030BE63G262,ธนาคารออมสิน,องค์การบริหารส่วนตำบลคีรีราษฎร์ 999 หมู่ 9 ต.คีรีราษฎร์ อ.พบพระ จ.ตาก 63160,63160
T092B030B681G262,ธนาคารออมสิน,สาขาอินเด็กซ์ บางใหญ่(G2) ห้องเลขที่ R-3 ชั้น 1 ศูนย์การค้าอินเด็กซ์ ลิฟวิ่งมอลล์ บางใหญ่ เลขที่ 87 หมู่ที่ 6 ถ.ตลิ่งชัน-สุพรรณบุรี ต.เสาธงหิน อ.บางใหญ่ จ.นนทบุรี 11140,11140
T091B030B194G262,ธนาคารออมสิน,สาขาตาคลี(G1) 300 ถ.พหลโยธิน ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,60140
T091B030B193G262,ธนาคารออมสิน,สาขาบรรพตพิสัย(G1) 123/1 หมู่ที่ 2  ถ.บรรพตพิสัย-หนองสังข์ ต.ท่างิ้ว อ.บรรพตพิสัย จ.นครสวรรค์ 60180,60180
T091B030B405G262,ธนาคารออมสิน,สาขาคลองขลุง(G1) 61 หมู่ที่ 2 ถ.พหลโยธิน ต.คลองขลุง อ.คลองขลุง จ.กำแพงเพชร 62120,62120
T091B030B753G262,ธนาคารออมสิน,สาขาลานกระบือ(G1) 60/1 หมู่ที่ 6 ถ.กำแพงเพชร-พิษณุโลก ต.ลานกระบือ อ.ลานกระบือ จ.กำแพงเพชร 62170,62170
T092B030B796G262,ธนาคารออมสิน,สาขาเขาวง(G2) 292 หมู่ที่ 18 ถ.เขาวง-นาคู ต.คุ้มเก่า อ.เขาวง จ.กาฬสินธุ์ 46160,46160
T092B030B100G262,ธนาคารออมสิน,สาขากาฬสินธุ์(G2) 190 ถ.ภิรมย์ ต.กาฬสินธุ์ อ.เมืองกาฬสินธุ์  จ.กาฬสินธุ์ 46000,46000
T092B030B761G262,ธนาคารออมสิน,สาขาคำม่วง(G2) 82/1-2 หมู่ที่ 10 ถ.ร่วมมิตรพัฒนา ต.ทุ่งคลอง อ.คำม่วง จ.กาฬสินธุ์ 46180,46180
T092B030B845G262,ธนาคารออมสิน,สาขาสหัสขันธ์(G2) 21 หมู่ที่ 1 ต.โนนบุรี อ.สหัสขันธ์ จ.กาฬสินธุ์ 46140,46140
T538B030BE10G262,ธนาคารออมสิน,7-Eleven สาขาลาดกระบัง 44 (16294)  3121 แขวงลาดกระบัง เขตลาดกระบัง จ.กรุงเทพฯ 10520,10520
